Date,ProductID,ProductName,Category,UnitsSold,UnitPrice,IsPromotion,IsHoliday
2025-06-20,P001,Wireless Headphones,Electronics,5,142.05,False,False
2025-06-21,P001,Wireless Headphones,Electronics,14,159.2,False,False
2025-06-22,P001,Wireless Headphones,Electronics,14,136.39,False,False
2025-06-23,P001,Wireless Headphones,Electronics,12,153.34,False,False
2025-06-24,P001,Wireless Headphones,Electronics,29,148.66,False,False
2025-06-25,P001,Wireless Headphones,Electronics,13,152.27,False,False
2025-06-26,P001,Wireless Headphones,Electronics,16,146.52,False,False
2025-06-27,P001,Wireless Headphones,Electronics,15,139.43,False,False
2025-06-28,P001,Wireless Headphones,Electronics,16,161.78,False,False
2025-06-29,P001,Wireless Headphones,Electronics,11,161.56,False,False
2025-06-30,P001,Wireless Headphones,Electronics,14,141.57,False,False
2025-07-01,P001,Wireless Headphones,Electronics,7,155.88,False,False
2025-07-02,P001,Wireless Headphones,Electronics,10,151.72,False,False
2025-07-03,P001,Wireless Headphones,Electronics,8,138.64,False,False
2025-07-04,P001,Wireless Headphones,Electronics,11,148.94,False,False
2025-07-05,P001,Wireless Headphones,Electronics,25,151.77,False,False
2025-07-06,P001,Wireless Headphones,Electronics,4,157.66,False,False
2025-07-07,P001,Wireless Headphones,Electronics,15,159.45,False,False
2025-07-08,P001,Wireless Headphones,Electronics,4,147.8,False,False
2025-07-09,P001,Wireless Headphones,Electronics,10,148.38,False,False
2025-07-10,P001,Wireless Headphones,Electronics,18,160.84,False,False
2025-07-11,P001,Wireless Headphones,Electronics,13,157.55,False,False
2025-07-12,P001,Wireless Headphones,Electronics,10,143.32,False,False
2025-07-13,P001,Wireless Headphones,Electronics,12,149.54,False,False
2025-07-14,P001,Wireless Headphones,Electronics,17,148.2,False,False
2025-07-15,P001,Wireless Headphones,Electronics,10,142.03,False,False
2025-07-16,P001,Wireless Headphones,Electronics,15,161.79,False,False
2025-07-17,P001,Wireless Headphones,Electronics,14,139.52,False,False
2025-07-18,P001,Wireless Headphones,Electronics,11,139.58,False,False
2025-07-19,P001,Wireless Headphones,Electronics,29,147.45,False,False
2025-07-20,P001,Wireless Headphones,Electronics,21,148.98,False,False
2025-07-21,P001,Wireless Headphones,Electronics,5,159.99,False,False
2025-07-22,P001,Wireless Headphones,Electronics,17,158.09,False,False
2025-07-23,P001,Wireless Headphones,Electronics,13,135.59,False,False
2025-07-24,P001,Wireless Headphones,Electronics,21,152.27,False,False
2025-07-25,P001,Wireless Headphones,Electronics,13,163.28,False,False
2025-07-26,P001,Wireless Headphones,Electronics,20,146.7,False,False
2025-07-27,P001,Wireless Headphones,Electronics,23,160.07,False,False
2025-07-28,P001,Wireless Headphones,Electronics,22,157.04,False,False
2025-07-29,P001,Wireless Headphones,Electronics,12,161.93,False,False
2025-07-30,P001,Wireless Headphones,Electronics,17,143.19,False,False
2025-07-31,P001,Wireless Headphones,Electronics,16,146.67,False,False
2025-08-01,P001,Wireless Headphones,Electronics,16,158.94,False,False
2025-08-02,P001,Wireless Headphones,Electronics,32,160.22,False,False
2025-08-03,P001,Wireless Headphones,Electronics,26,164.42,False,False
2025-08-04,P001,Wireless Headphones,Electronics,14,162.21,False,False
2025-08-05,P001,Wireless Headphones,Electronics,25,154.89,False,False
2025-08-06,P001,Wireless Headphones,Electronics,31,147.86,False,False
2025-08-07,P001,Wireless Headphones,Electronics,26,140.45,False,False
2025-08-08,P001,Wireless Headphones,Electronics,14,144.82,False,False
2025-08-09,P001,Wireless Headphones,Electronics,24,145.13,False,False
2025-08-10,P001,Wireless Headphones,Electronics,33,143.35,False,False
2025-08-11,P001,Wireless Headphones,Electronics,19,147.65,False,False
2025-08-12,P001,Wireless Headphones,Electronics,25,149.11,False,False
2025-08-13,P001,Wireless Headphones,Electronics,27,136.56,False,False
2025-08-14,P001,Wireless Headphones,Electronics,19,141.73,False,False
2025-08-15,P001,Wireless Headphones,Electronics,33,163.72,True,False
2025-08-16,P001,Wireless Headphones,Electronics,13,135.93,False,False
2025-08-17,P001,Wireless Headphones,Electronics,24,160.18,False,False
2025-08-18,P001,Wireless Headphones,Electronics,23,142.16,False,False
2025-08-19,P001,Wireless Headphones,Electronics,19,138.43,False,False
2025-08-20,P001,Wireless Headphones,Electronics,33,148.95,False,False
2025-08-21,P001,Wireless Headphones,Electronics,18,146.07,False,False
2025-08-22,P001,Wireless Headphones,Electronics,24,163.91,False,False
2025-08-23,P001,Wireless Headphones,Electronics,32,158.33,False,False
2025-08-24,P001,Wireless Headphones,Electronics,39,144.33,False,False
2025-08-25,P001,Wireless Headphones,Electronics,19,162.87,False,False
2025-08-26,P001,Wireless Headphones,Electronics,33,162.24,False,False
2025-08-27,P001,Wireless Headphones,Electronics,27,163.24,False,False
2025-08-28,P001,Wireless Headphones,Electronics,22,152.76,False,False
2025-08-29,P001,Wireless Headphones,Electronics,30,142.29,False,False
2025-08-30,P001,Wireless Headphones,Electronics,34,144.05,False,False
2025-08-31,P001,Wireless Headphones,Electronics,31,159.17,False,False
2025-09-01,P001,Wireless Headphones,Electronics,40,151.98,True,False
2025-09-02,P001,Wireless Headphones,Electronics,26,150.98,False,False
2025-09-03,P001,Wireless Headphones,Electronics,29,137.07,False,False
2025-09-04,P001,Wireless Headphones,Electronics,32,135.38,False,False
2025-09-05,P001,Wireless Headphones,Electronics,37,149.71,False,False
2025-09-06,P001,Wireless Headphones,Electronics,28,145.87,False,False
2025-09-07,P001,Wireless Headphones,Electronics,45,148.79,False,False
2025-09-08,P001,Wireless Headphones,Electronics,19,140.28,False,False
2025-09-09,P001,Wireless Headphones,Electronics,28,154.51,False,False
2025-09-10,P001,Wireless Headphones,Electronics,32,162.59,False,False
2025-09-11,P001,Wireless Headphones,Electronics,31,148.95,False,False
2025-09-12,P001,Wireless Headphones,Electronics,26,152.77,False,False
2025-09-13,P001,Wireless Headphones,Electronics,34,142.36,False,False
2025-09-14,P001,Wireless Headphones,Electronics,33,143.37,False,False
2025-09-15,P001,Wireless Headphones,Electronics,27,157.51,False,False
2025-09-16,P001,Wireless Headphones,Electronics,34,155.05,False,False
2025-09-17,P001,Wireless Headphones,Electronics,31,149.83,False,False
2025-09-18,P001,Wireless Headphones,Electronics,26,149.63,False,False
2025-09-19,P001,Wireless Headphones,Electronics,34,142.75,False,False
2025-09-20,P001,Wireless Headphones,Electronics,37,152.88,False,False
2025-09-21,P001,Wireless Headphones,Electronics,39,151.67,False,False
2025-09-22,P001,Wireless Headphones,Electronics,32,140.73,False,False
2025-09-23,P001,Wireless Headphones,Electronics,25,147.19,False,False
2025-09-24,P001,Wireless Headphones,Electronics,26,142.21,False,False
2025-09-25,P001,Wireless Headphones,Electronics,33,156.36,False,False
2025-09-26,P001,Wireless Headphones,Electronics,32,135.52,False,False
2025-09-27,P001,Wireless Headphones,Electronics,35,147.13,False,False
2025-09-28,P001,Wireless Headphones,Electronics,35,154.92,False,False
2025-09-29,P001,Wireless Headphones,Electronics,35,151.6,False,False
2025-09-30,P001,Wireless Headphones,Electronics,26,164.9,False,False
2025-10-01,P001,Wireless Headphones,Electronics,31,145.55,False,False
2025-10-02,P001,Wireless Headphones,Electronics,27,144.2,False,False
2025-10-03,P001,Wireless Headphones,Electronics,27,156.64,False,False
2025-10-04,P001,Wireless Headphones,Electronics,39,157.29,False,False
2025-10-05,P001,Wireless Headphones,Electronics,37,155.7,False,False
2025-10-06,P001,Wireless Headphones,Electronics,31,157.16,False,False
2025-10-07,P001,Wireless Headphones,Electronics,34,152.69,False,False
2025-10-08,P001,Wireless Headphones,Electronics,27,152.9,False,False
2025-10-09,P001,Wireless Headphones,Electronics,30,159.98,False,False
2025-10-10,P001,Wireless Headphones,Electronics,25,145.83,False,False
2025-10-11,P001,Wireless Headphones,Electronics,33,156.24,False,False
2025-10-12,P001,Wireless Headphones,Electronics,31,136.37,False,False
2025-10-13,P001,Wireless Headphones,Electronics,26,143.76,False,False
2025-10-14,P001,Wireless Headphones,Electronics,28,154.14,False,False
2025-10-15,P001,Wireless Headphones,Electronics,31,138.08,True,False
2025-10-16,P001,Wireless Headphones,Electronics,35,143.53,False,False
2025-10-17,P001,Wireless Headphones,Electronics,20,145.22,False,False
2025-10-18,P001,Wireless Headphones,Electronics,23,142.57,False,False
2025-10-19,P001,Wireless Headphones,Electronics,35,138.42,False,False
2025-10-20,P001,Wireless Headphones,Electronics,28,149.75,False,False
2025-10-21,P001,Wireless Headphones,Electronics,26,155.59,False,False
2025-10-22,P001,Wireless Headphones,Electronics,26,159.33,False,False
2025-10-23,P001,Wireless Headphones,Electronics,23,137.56,False,False
2025-10-24,P001,Wireless Headphones,Electronics,18,151.74,False,False
2025-10-25,P001,Wireless Headphones,Electronics,27,152.88,False,False
2025-10-26,P001,Wireless Headphones,Electronics,23,158.27,False,False
2025-10-27,P001,Wireless Headphones,Electronics,26,162.26,False,False
2025-10-28,P001,Wireless Headphones,Electronics,20,152.66,False,False
2025-10-29,P001,Wireless Headphones,Electronics,17,152.06,False,False
2025-10-30,P001,Wireless Headphones,Electronics,19,163.8,False,False
2025-10-31,P001,Wireless Headphones,Electronics,22,157.88,False,False
2025-11-01,P001,Wireless Headphones,Electronics,21,142.94,False,False
2025-11-02,P001,Wireless Headphones,Electronics,19,142.2,False,False
2025-11-03,P001,Wireless Headphones,Electronics,20,139.7,False,False
2025-11-04,P001,Wireless Headphones,Electronics,20,155.68,False,False
2025-11-05,P001,Wireless Headphones,Electronics,16,135.98,False,False
2025-11-06,P001,Wireless Headphones,Electronics,16,143.48,False,False
2025-11-07,P001,Wireless Headphones,Electronics,19,137.14,False,False
2025-11-08,P001,Wireless Headphones,Electronics,14,142.94,False,False
2025-11-09,P001,Wireless Headphones,Electronics,13,152.69,False,False
2025-11-10,P001,Wireless Headphones,Electronics,13,140.93,False,False
2025-11-11,P001,Wireless Headphones,Electronics,15,141.74,False,False
2025-11-12,P001,Wireless Headphones,Electronics,18,142.97,False,False
2025-11-13,P001,Wireless Headphones,Electronics,23,136.79,False,False
2025-11-14,P001,Wireless Headphones,Electronics,20,152.85,False,False
2025-11-15,P001,Wireless Headphones,Electronics,17,162.64,False,False
2025-11-16,P001,Wireless Headphones,Electronics,18,149.06,False,False
2025-11-17,P001,Wireless Headphones,Electronics,9,147.08,False,False
2025-11-18,P001,Wireless Headphones,Electronics,14,151.2,False,False
2025-11-19,P001,Wireless Headphones,Electronics,12,152.94,False,False
2025-11-20,P001,Wireless Headphones,Electronics,15,157.04,False,False
2025-11-21,P001,Wireless Headphones,Electronics,9,135.78,False,False
2025-11-22,P001,Wireless Headphones,Electronics,18,155.23,False,False
2025-11-23,P001,Wireless Headphones,Electronics,29,152.61,True,False
2025-11-24,P001,Wireless Headphones,Electronics,12,157.94,False,False
2025-11-25,P001,Wireless Headphones,Electronics,14,152.29,False,False
2025-11-26,P001,Wireless Headphones,Electronics,15,140.26,False,False
2025-11-27,P001,Wireless Headphones,Electronics,10,148.27,False,False
2024-11-27,P002,Smart Watch,Electronics,33,256.74,False,False
2024-11-28,P002,Smart Watch,Electronics,33,229.56,False,False
2024-11-29,P002,Smart Watch,Electronics,33,241.67,False,False
2024-11-30,P002,Smart Watch,Electronics,36,267.89,False,False
2024-12-01,P002,Smart Watch,Electronics,41,259.68,False,False
2024-12-02,P002,Smart Watch,Electronics,37,272.26,False,False
2024-12-03,P002,Smart Watch,Electronics,42,252.5,False,False
2024-12-04,P002,Smart Watch,Electronics,39,240.73,False,False
2024-12-05,P002,Smart Watch,Electronics,46,273.51,False,False
2024-12-06,P002,Smart Watch,Electronics,32,250.73,False,False
2024-12-07,P002,Smart Watch,Electronics,47,257.88,False,False
2024-12-08,P002,Smart Watch,Electronics,44,245.66,False,False
2024-12-09,P002,Smart Watch,Electronics,47,243.09,False,False
2024-12-10,P002,Smart Watch,Electronics,33,256.27,False,False
2024-12-11,P002,Smart Watch,Electronics,33,235.18,False,False
2024-12-12,P002,Smart Watch,Electronics,34,271.38,False,False
2024-12-13,P002,Smart Watch,Electronics,27,259.91,False,False
2024-12-14,P002,Smart Watch,Electronics,43,273.66,False,False
2024-12-15,P002,Smart Watch,Electronics,42,236.96,False,False
2024-12-16,P002,Smart Watch,Electronics,39,252.54,False,False
2024-12-17,P002,Smart Watch,Electronics,40,229.66,False,False
2024-12-18,P002,Smart Watch,Electronics,48,270.65,False,False
2024-12-19,P002,Smart Watch,Electronics,44,230.87,False,False
2024-12-20,P002,Smart Watch,Electronics,37,249.92,False,False
2024-12-21,P002,Smart Watch,Electronics,67,250.44,False,True
2024-12-22,P002,Smart Watch,Electronics,75,266.74,False,True
2024-12-23,P002,Smart Watch,Electronics,54,237.19,False,True
2024-12-24,P002,Smart Watch,Electronics,70,244.18,False,True
2024-12-25,P002,Smart Watch,Electronics,67,250.41,False,True
2024-12-26,P002,Smart Watch,Electronics,59,268.2,False,True
2024-12-27,P002,Smart Watch,Electronics,53,264.5,False,True
2024-12-28,P002,Smart Watch,Electronics,81,271.71,False,True
2024-12-29,P002,Smart Watch,Electronics,74,266.03,False,True
2024-12-30,P002,Smart Watch,Electronics,69,239.93,False,True
2024-12-31,P002,Smart Watch,Electronics,55,274.95,False,True
2025-01-01,P002,Smart Watch,Electronics,39,232.43,False,False
2025-01-02,P002,Smart Watch,Electronics,42,242.26,False,False
2025-01-03,P002,Smart Watch,Electronics,42,252.17,False,False
2025-01-04,P002,Smart Watch,Electronics,48,241.09,False,False
2025-01-05,P002,Smart Watch,Electronics,54,259.87,False,False
2025-01-06,P002,Smart Watch,Electronics,37,236.68,False,False
2025-01-07,P002,Smart Watch,Electronics,42,227.18,False,False
2025-01-08,P002,Smart Watch,Electronics,43,260.26,False,False
2025-01-09,P002,Smart Watch,Electronics,45,244.3,False,False
2025-01-10,P002,Smart Watch,Electronics,46,266.04,False,False
